,Rooms,Price,Totsp,Livesp,Kitsp,Dist,Metrdist,Walk,Brick,Tel,Bal,Floor,Nfloors,New,URL
123,1.0,8949981.0,38.9,38.9,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,http://www.cian.ru/sale/flat/149031383/
124,1.0,9000000.0,36.7,16.0,10.1,5.651313452530156,9.0,1.0,1.0,1.0,0.0,1.0,16.0,0.0,http://www.cian.ru/sale/flat/147215248/
125,1.0,9000000.0,36.7,16.0,10.1,5.651313452530156,5.0,1.0,1.0,1.0,0.0,1.0,16.0,0.0,http://www.cian.ru/sale/flat/147059590/
126,2.0,9000000.0,48.0,31.0,7.2,4.387240753027192,7.0,1.0,0.0,1.0,1.0,7.0,12.0,0.0,http://www.cian.ru/sale/flat/140323353/
127,2.0,9000000.0,54.0,34.0,9.0,4.4096124727048975,3.0,1.0,0.0,0.0,0.0,4.0,6.0,0.0,http://www.cian.ru/sale/flat/149922809/
128,1.0,9000000.0,31.0,18.0,5.0,4.376866959162238,11.0,1.0,0.0,0.0,1.0,3.0,9.0,0.0,http://www.cian.ru/sale/flat/148934694/
129,1.0,9000000.0,40.0,21.0,9.0,4.452120082180121,5.0,1.0,1.0,0.0,1.0,5.0,13.0,0.0,http://www.cian.ru/sale/flat/150612489/
130,2.0,9000000.0,52.0,40.0,7.0,4.22106707506476,8.0,1.0,0.0,1.0,0.0,1.0,8.0,0.0,http://www.cian.ru/sale/flat/149657988/
131,1.0,9000000.0,33.0,17.0,7.0,4.1691158807666,4.0,1.0,0.0,1.0,0.0,4.0,12.0,0.0,http://www.cian.ru/sale/flat/150515133/
132,1.0,9000000.0,40.0,20.0,10.0,6.719775886150108,7.0,1.0,0.0,1.0,0.0,1.0,12.0,0.0,http://www.cian.ru/sale/flat/150809777/
133,1.0,9027459.0,41.1,41.1,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,http://www.cian.ru/sale/flat/149031215/
134,1.0,9100000.0,38.0,19.1,10.0,3.508413023829308,9.0,1.0,0.0,1.0,1.0,12.0,16.0,0.0,http://www.cian.ru/sale/flat/148894545/
135,2.0,9117548.0,53.3,53.3,0.0,6.331390031627138,5.0,1.0,1.0,0.0,0.0,3.0,6.0,0.0,http://www.cian.ru/sale/flat/150118029/
136,1.0,9145500.0,45.5,0.0,0.0,6.428220283804945,5.0,1.0,1.0,0.0,0.0,4.0,39.0,1.0,http://www.cian.ru/sale/flat/50961748/
137,1.0,9173126.0,42.6,42.6,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,http://www.cian.ru/sale/flat/149031222/
138,2.0,9200000.0,44.0,29.0,6.0,2.9996661727933662,6.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,http://www.cian.ru/sale/flat/148224543/
139,1.0,9200000.0,38.0,19.0,8.0,7.260976549713663,11.0,1.0,0.0,1.0,1.0,9.0,17.0,0.0,http://www.cian.ru/sale/flat/147901521/
140,3.0,28188000.0,104.4,56.1,15.0,2.8812249512333055,5.0,1.0,1.0,0.0,1.0,5.0,5.0,0.0,http://www.cian.ru/sale/flat/151075002/
141,3.0,41220465.0,119.0,119.0,0.0,1.7504412732246128,5.0,1.0,0.0,0.0,0.0,3.0,6.0,0.0,http://www.cian.ru/sale/flat/37630744/
142,2.0,24800000.0,70.0,47.0,10.0,2.898757460696066,5.0,1.0,1.0,1.0,0.0,4.0,9.0,0.0,http://www.cian.ru/sale/flat/150873621/
143,2.0,9300000.0,39.5,22.2,7.5,6.719775886150108,5.0,1.0,0.0,1.0,1.0,11.0,12.0,0.0,http://www.cian.ru/sale/flat/150468272/
144,2.0,9300000.0,45.0,29.3,6.0,8.260838534144257,15.0,1.0,0.0,1.0,1.0,6.0,12.0,0.0,http://www.cian.ru/sale/flat/150297774/
145,2.0,9300000.0,42.0,27.0,5.0,9.876840689686237,7.0,1.0,1.0,1.0,1.0,8.0,9.0,0.0,http://www.cian.ru/sale/flat/148533758/
146,1.0,9310992.0,41.6,41.6,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,http://www.cian.ru/sale/flat/149031240/
147,1.0,9356608.0,42.6,42.6,0.0,6.339924388849707,5.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,http://www.cian.ru/sale/flat/149920195/
148,2.0,9390000.0,37.0,22.0,8.0,6.941178797703174,2.0,1.0,0.0,1.0,0.0,1.0,9.0,0.0,http://www.cian.ru/sale/flat/150329842/
149,1.0,9395149.0,41.2,41.2,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,http://www.cian.ru/sale/flat/149031390/
150,1.0,9395500.0,43.7,0.0,0.0,6.428220283804945,5.0,1.0,1.0,0.0,0.0,8.0,39.0,1.0,http://www.cian.ru/sale/flat/50961343/
151,1.0,9400000.0,38.4,18.0,7.5,7.260976549713663,9.0,1.0,0.0,1.0,1.0,6.0,17.0,0.0,http://www.cian.ru/sale/flat/149727428/
152,1.0,9432900.0,44.6,0.0,0.0,6.428220283804945,5.0,1.0,1.0,0.0,0.0,7.0,39.0,1.0,http://www.cian.ru/sale/flat/50960598/
153,2.0,9500000.0,43.0,29.0,6.0,4.3365427966903525,9.0,1.0,1.0,1.0,1.0,3.0,5.0,0.0,http://www.cian.ru/sale/flat/150639725/
154,2.0,9500000.0,45.0,29.0,6.8,5.8949701359113345,15.0,1.0,1.0,1.0,1.0,4.0,5.0,0.0,http://www.cian.ru/sale/flat/149146537/
155,2.0,9500000.0,46.0,30.0,7.8,4.363382587559218,8.0,1.0,1.0,1.0,1.0,3.0,8.0,0.0,http://www.cian.ru/sale/flat/150738741/
156,1.0,9500000.0,35.2,20.0,9.6,5.6636845881868885,9.0,1.0,0.0,1.0,1.0,5.0,12.0,0.0,http://www.cian.ru/sale/flat/144133232/
157,1.0,9500000.0,38.0,19.0,7.4,10.92880240878766,15.0,1.0,0.0,0.0,1.0,13.0,17.0,0.0,http://www.cian.ru/sale/flat/150940127/
158,1.0,9500000.0,30.0,18.0,6.0,3.6534187124583646,4.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,http://www.cian.ru/sale/flat/149842937/
159,1.0,9500000.0,33.9,18.0,9.0,6.187002494968046,11.0,1.0,1.0,0.0,1.0,9.0,9.0,0.0,http://www.cian.ru/sale/flat/150827072/
160,1.0,9500000.0,38.5,20.0,10.0,6.3450929342872655,5.0,1.0,0.0,0.0,0.0,6.0,18.0,0.0,http://www.cian.ru/sale/flat/149951233/
